"","Nombre","Altitud(msnm)","Superficie(km2)","Poblacion(hab)","Densidad_pob(hab/km2)","Latitud","Longitud","Pais"
"5659","Recco",5,9.67,10178,1052.5,44.362088888889,9.143475,"Italia"
"5660","Rimini",11,135.71,149403,1096.87,44.059444444444,12.568333333333,"Italia"
"5661","Rognac",31,17.46,12223,700.06,43.487777777778,5.2322222222222,"Francia"
"5662","San Benedetto del Tronto",4,25.31,47351,1897.59,42.943780555556,13.883330555556,"Italia"
"5663","Thouars",94,12.09,13990,1157.15,46.975,-0.21527777777778,"Francia"
"5664","La Londe-les-Maures",25,79.29,10297,129.87,43.138055555556,6.2344444444444,"Francia"
"5665","Santa María Ribarredonda",694,11.01,90,8.17,42.643333333333,-3.1780555555556,"España"
"5666","Cabeceiras de Basto",214,240.88,16710,69.1,41.488333333333,-7.9755555555556,"Portugal"
"5667","Colera",10,24.21,448,18.5,42.406388888889,3.1544444444444,"España"
"5668","Seva",663,30.7,3519,114.63,41.840555555556,2.2852777777778,"España"
"5669","Biriatou",55,11.04,1222,110.69,43.333333333333,-1.7430555555556,"Francia"
"5670","Dordrecht",5,99.45,118654,1193.1,51.81,4.67,"Paises Bajos"
"5671","Pampliega",809,24.4,291,11.93,42.205833333333,-3.9875,"España"
"5672","Castel San Giovanni",84,44.67,13756,295.83,45.05,9.4333333333333,"Italia"
"5673","Imperia",17,45.26,41999,879,43.886466666667,8.0296527777778,"Italia"
"5674","Rivarennes",121,18.92,1004,53.07,47.266388888889,0.35388888888889,"Francia"
"5675","Gatika",78,17.42,1663,95.46,43.363888888889,-2.8719444444444,"España"
"5676","Cortes de Pallás",450,234.63,814,3.47,39.243055555556,-0.9425,"España"
"5677","la Mata",567,19.2,838,43.65,39.943611111111,-4.4380555555556,"España"
"5678","Espelette",77,26.85,2024,75.38,43.340277777778,-1.4477777777778,"Francia"
"5679","Ferreira do Zêzere",348,190.4,8619,51,39.7,-8.2833333333333,"Portugal"
"5680","Morata de Jiloca",619,23.09,302,13.08,41.2480119,-1.5869308,"España"
"5681","O Irixo",546,121.05,1466,12.11,42.511944444444,-8.1183333333333,"España"
"5682","Santa Comba Dão",197,112,11597,111,40.4,-8.1333333333333,"Portugal"
"5683","Lherm",214,27.26,3757,137.8,43.4296,1.22196,"Francia"
"5684","Beariz",613,56.2,971,17.28,42.4661929,-8.2704338,"España"
"5685","Plérin",108,27.72,14062,507.29,48.534444444444,-2.7708333333333,"Francia"
"5686","Pleubian",48,11.91,2322,115.52,48.841666666667,-3.1397222222222,"Francia"
"5687","La Réole",33,12.53,4356,347.65,44.581066666667,-0.041219444444444,"Francia"
"5688","Roquevaire",167,23.83,9003,377.8,43.349444444444,5.6047222222222,"Francia"
"5689","Lousã",175,139.16,17604,127.2,39.937777777778,-7.3791666666667,"Portugal"
"5690","Saint-Laurent-sur-Gorre",261,39.92,1500,37.58,45.77,0.95805555555556,"Francia"
"5691","Allevard",470,25.63,4102,160.05,45.393611111111,6.0741666666667,"Francia"
"5692","Bessines",9,11.41,1675,146.8,40.47777778,-3.68777778,"Francia"
"5693","Sot de Ferrer",230,8.6,415,48.26,39.8053785,-0.4104905,"España"
"5694","Heugas",51,18.79,1343,71.47,43.642222222222,-1.0805555555556,"Francia"
"5695","Arles-sur-Tech",291,28.82,2705,93.86,42.456944444444,2.6338888888889,"Francia"
"5696","San Juan de Gredos",1348,95.91,256,2.67,40.356111111111,-5.2422222222222,"España"
"5697","Corcubión",8,6.52,1589,243.71,42.945833333333,-9.1933333333333,"España"
"5698","Riosa",568,46.49,1858,49.62,43.20890465,-5.89014821228,"España"
"5699","Castro Caldelas",763,87.6,1224,13.97,42.375,-7.4155555555556,"España"
"5700","Borrassà",71,9.45,702,74.29,42.221652,2.924991,"España"
"5701","Daya Vieja",4,2.98,690,231.54,38.104722222222,-0.73833333333333,"España"
"5702","Torre del Bierzo",727,119.29,2164,18.14,42.594444444444,-6.3247222222222,"España"
"5703","la Font d'en Carròs",68,9.9,3794,383.23,38.916666666667,-0.17,"España"
"5704","Villamiel",744,73,407,5.58,40.1871194,-6.7847568,"España"
"5705","Ontígola",602,41.49,4387,105.74,40.005555555556,-3.5730555555556,"España"
"5706","Mendexa",186,6.91,438,63.39,43.345833,-2.4857921,"España"
"5707","Valdeavero",716,18.79,1554,82.7,40.6316552,-3.3331238,"España"
"5708","Reguengos de Monsaraz",227,461.22,10828,24.7,38.433333333333,-7.3833333333333,"Portugal"
"5709","Higueruela",1039,205.45,1158,5.64,38.9644007,-1.4443789,"España"
"5710","Morón de Almazán",1004,62.06,193,3.11,41.414722222222,-2.4127777777778,"España"
"5711","Nogales",372,80.66,652,8.46,38.596111,-6.907222,"España"
"5712","Polinyà de Xúquer",12,9.18,2472,269.28,39.196111111111,-0.36972222222222,"España"
"5713","El Almendro",235,170.61,826,4.84,37.507222222222,-7.2694444444444,"España"
"5714","Bénéjacq",260,17.04,1932,0.11,43.191405,-0.213491,"Francia"
"5715","Ateca",647,84.7,1762,20.8,41.3308294,-1.7929078,"España"
"5716","Central Milton Keynes",85,308.63,236700,766.9,52.033333333333,-0.76666666666667,"Reino Unido"
"5717","Crillon-le-Brave",332,7.63,470,61.6,44.118055555556,5.1436111111111,"Francia"
"5718","Ferney-Voltaire",424,4.78,9766,2043.1,46.255833333333,6.1080555555556,"Francia"
"5719","Ginestas",61,9.5,1445,152.11,43.268055555556,2.8716666666667,"Francia"
"5720","Gósol",1502,55.9,206,3.69,42.237128,1.65983,"España"
"5721","Jussey",247,33.55,1655,0.05,47.824976,5.902097,"Francia"
"5722","Kempten (Allgäu)",674,63.29,68907,1028,47.733333333333,10.316666666667,"Alemania"
"5723","Kielce",266,109.65,191605,1800,50.8725,20.631944444444,"Polonia"
"5724","Minden",42,101.08,82114,812.4,52.2833,8.91667,"Alemania"
"5725","Montorso Vicentino",80,9.25,3107,343,45.483333333333,11.366666666667,"Italia"
"5726","Pontoise",49,7.15,30767,4303.08,49.050833333333,2.1008333333333,"Francia"
"5727","Quimper",12,84.45,62985,745.83,47.995833333333,-4.0977777777778,"Francia"
"5728","Sainte-Hermine",31,34.47,2925,84.86,46.556111111111,-1.0555555555556,"Francia"
"5729","Saumur",34,66.25,26734,403.53,47.259166666667,-0.078055555555556,"Francia"
"5730","Segrate",121,17,35234,1891,45.489969444444,9.2953305555556,"Italia"
"5731","Vitry-aux-Loges",121,44.06,2185,49.59,47.94,2.2661111111111,"Francia"
"5732","Viver",559,44.9,1536,34.21,39.921388888889,-0.59722222222222,"España"
"5733","Lusignan",132,37.82,2649,70.04,46.434722222222,0.12277777777778,"Francia"
"5734","Ponte da Barca",37,184.76,12061,70,41.807777777778,-8.4194444444444,"Portugal"
"5735","Murillo de Río Leza",411,46.06,1629,35.37,42.402777777778,-2.3244444444444,"España"
"5736","Santa María de las Hoyas",1071,45.41,97,2.14,41.771388888889,-3.1427777777778,"España"
"5737","Targu Jiu",211,102,82504,956,45.034166666667,23.274722222222,"Rumania"
"5738","Cerezo de Río Tirón",663,63.7,555,8.71,42.491111111111,-3.1355555555556,"España"
"5739","Chisineu-cris",93,119,7987,67.12,46.5225,21.515833,"Rumania"
"5740","Escondeaux",57,3.79,281,74.14,44.203055555556,0.61861111111111,"Francia"
"5741","Konstanz",405,55.65,84760,1465,47.663333333333,9.1752777777778,"Alemania"
"5742","Montagnac",90,39.81,4383,110.1,43.480833333333,3.4830555555556,"Francia"
"5743","Nelas",439,127.82,14037,112,40.571388888889,-7.8911111111111,"Portugal"
"5744","Saint-Mandé",48,0.92,22835,24820.7,48.8435,2.41891,"Francia"
"5745","Vivonne",108,41.16,4345,105.56,46.430277777778,0.265,"Francia"
"5746","Trasobares",649,70,122,1.74,41.643888888889,-1.6408333333333,"España"
"5747","Fuentesaúco de Fuentidueña",892,25.85,240,9.28,41.413333333333,-4.0705555555556,"España"
"5748","Sebúlcor",940,27.71,273,9.85,41.271111111111,-3.8841666666667,"España"
"5749","Figueroles",360,12.1,523,43.22,40.1176257,-0.2378817,"España"
"5750","la Romana",420,43.3,2434,56.21,38.366944444444,-0.89694444444444,"España"
"5751","Almadén de la Plata",450,255.78,1355,5.3,37.8736407,-6.0804954,"España"
"5752","Pujalt",766,31.53,210,6.66,41.718333333333,1.4216666666667,"España"
"5753","Arroyomolinos de la Vera",617,23.19,443,19.1,40.0533164695,-5.85371249331,"España"
"5754","Estépar",1403,102.7,589,6.3,42.276666666667,-3.8983333333333,"España"
"5755","Eymet",54,31.25,2630,84.16,44.6675,0.39833333333333,"Francia"
"5756","Valentigney",328,9.74,10714,1100,47.4625,6.8322222222222,"Francia"
"5757","Boulbon",18,19.33,1506,77.91,43.8625,4.6936111111111,"Francia"
"5758","Ugao-Miraballes",70,4.54,4152,914.54,43.181388888889,-2.9002777777778,"España"
"5759","Confolens",149,23.63,2670,112.99,46.013611111111,0.67222222222222,"Francia"
"5760","Évreux",72,26.46,47733,1803.97,49.023333333333,1.1525,"Francia"
"5761","Carracedelo",456,32.32,3425,105.97,42.554722222222,-6.7338888888889,"España"
"5762","Saint-Louis",258,16.85,21457,1273.4,47.5861,7.56132,"Francia"
"5763","Udine",115,56,99341,1775.7,46.066666666667,13.233333333333,"Italia"
"5764","Larva",720,41.76,472,11.3,37.7596947,-3.2017022,"España"
"5765","Villas de la Ventosa",856,145.42,211,1.45,40.205,-2.4322222222222,"España"
"5766","Labastide-Rouairoux",393,23.67,1410,59.57,43.475555555556,2.6388888888889,"Francia"
"5767","Navodari",47,70.32,49,460.6,44.167,28.633,"Rumania"
"5768","Casas de Ves",707,125.09,572,4.57,39.246111111111,-1.3205555555556,"España"
"5769","Pays-de-Belvès",135,23.66,1454,0.06,44.774454,1.005218,"Francia"
"5770","Tonneins",46,34.78,9069,260.75,44.389722222222,0.30833333333333,"Francia"
"5771","Abezames",741,23.26,61,2.62,41.6260896,-5.4262519,"España"
"5772","El Puente del Arzobispo",320,0.98,1246,1271.43,39.8025,-5.1719444444444,"España"
"5773","Moita",6,55.3,70226,1269.9,38.65,-8.9833333333333,"Portugal"
"5774","Obanos",412,19.7,935,47.46,42.679444444444,-1.7855555555556,"España"
"5775","Rabanera del Pinar",1102,33.24,105,3.16,41.8925,-3.1941666666667,"España"
"5776","Boleslawiec",178,23.57,38852,1.65,51.2627,15.5623,"Polonia"
"5777","Portomarín",380,115.1,1471,12.78,42.807222222222,-7.6158333333333,"España"
"5778","Saint-André-de-Cruzières",30,19.81,468,23.62,49.466006,-2.575856,"Francia"
"5779","Trabada",571,82.71,1118,13.52,43.4471608,-7.1942852,"España"
"5780","Paços de Ferreira",332,70.99,56340,793.63,41.283333333333,-8.3833333333333,"Portugal"
"5781","Plélan-le-Grand",138,49.74,3949,79.39,48.001666666667,-2.0991666666667,"Francia"
"5782","Cabana de Bergantiños",375,100.23,4248,42.38,43.1898049,-8.91421095901,"España"
"5783","Picón",60296,59.57,658,11.05,39.049722222222,-4.0602777777778,"España"
"5784","Bécon-les-Granits",62,46.17,2803,60.71,47.5025,-0.80111111111111,"Francia"
"5785","Le Faou",9,11.85,1727,145.74,48.294166666667,-4.1775,"Francia"
"5786","Casas de Don Gómez",322,31.16,289,9.27,40.0081286,-6.5999931,"España"
"5787","Marciac",162,20.6,1224,59.42,43.524166666667,0.16166666666667,"Francia"
"5788","Jonzac",40,13.09,3432,262.18,45.446666666667,-0.43361111111111,"Francia"
"5789","Avranches",101,4.5,10155,2256.67,48.684444444444,-1.3569444444444,"Francia"
"5790","Pins-Justaret",165,4.51,4410,977.83,43.479722222222,1.3833333333333,"Francia"
"5791","Saint-Jean-de-Beugné",38,13.36,594,44.46,46.521666666667,-1.0872222222222,"Francia"
"5792","Salles",83,137.98,6785,50.93,46.386208,-0.09828,"Francia"
"5793","Mondim de Basto",192,171.87,7493,43.54,41.40365,-7.95021,"Francia"
"5794","La Torre del Valle",738,16.59,144,8.68,42.0916001,-5.722315,"España"
"5795","Crach",23,30.54,3318,0.11,47.615973,-3.001511,"Francia"
"5796","Roquefort-les-Pins",186,21.53,6762,314.07,43.665555555556,7.0508333333333,"Francia"
"5797","Reggio di Calabria",31,236,182703,790.52,38.114438888889,15.65,"Italia"
"5798","Barjols",281,30.06,2979,99.1,43.558055555556,6.0075,"Francia"
"5799","Labastide-de-Lévis",197,14.29,909,63.61,43.926388888889,2.0108333333333,"Francia"
"5800","Manzaneda",657,114.59,870,7.59,42.309444444444,-7.2333333333333,"España"
"5801","Matapozuelos",732,50.5,1058,20.95,41.4140831,-4.790388,"España"
"5802","Pesaguero",614,70,292,4.17,43.0775,-4.5394444444444,"España"
"5803","Ambite",6820,26,592,22.77,40.326388888889,-3.1830555555556,"España"
"5804","Bolaños de Campos",708,29.92,291,9.73,42.006388888889,-5.2844444444444,"España"
"5805","Deifontes",735,40.48,2627,64.9,37.326388888889,-3.5944444444444,"España"
"5806","Maguilla",526,97.9,974,9.95,38.3675787,-5.8375517,"España"
"5807","Hornachos",538,295.9,3595,12.15,38.555555555556,-6.0697222222222,"España"
"5808","San Román de los Montes",440,45,1881,41.8,40.071388888889,-4.7313888888889,"España"
"5809","Benalúa",886,8.69,3318,381.82,37.349722222222,-3.1686111111111,"España"
"5810","Navalperal de Pinares",1284,49.83,770,15.45,40.594444444444,-4.4108333333333,"España"
"5811","Villarrasa",75,72,2176,30.22,37.3880086,-6.6054262,"España"
"5812","Liberec",374,106,104445,984.52,50.7699972,15.0584492,"Republica Checa"
"5813","Villanueva de Algaidas",536,75,4176,55.68,37.1831293,-4.449969,"España"
"5814","Montigny-le-Bretonneux",164,11.65,32929,2826.52,48.770555555556,2.0325,"Francia"
"5815","La Barre-de-Monts",3,27.81,2199,79.07,46.883888888889,-2.1180555555556,"Francia"
"5816","Villanueva del Río Segura",127,13.18,2910,220.79,38.135555555556,-1.3241666666667,"España"
"5817","Beteta",1210,115.35,262,2.27,40.566666666667,-2.0666666666667,"España"
"5818","Boucau",11,5.82,8350,1434.71,43.523611111111,-1.4866666666667,"Francia"
"5819","Chèze",874,78.865,48,4.77,42.907485,-0.031134,"Francia"
"5820","Cisano Bergamasco",267,7.54,6377,818.17,45.743055555556,9.4708333333333,"Italia"
"5821","Coulommiers",70,10.93,14838,1357.55,48.815555555556,3.0836111111111,"Francia"
"5822","Cœur-de-Causse",448,70.76,954,13.48,44.6475,1.5675,"Francia"
"5823","Douzens",101,14.91,733,49.16,43.180555555556,2.6519444444444,"Francia"
"5824","Joué-lès-Tours",71,32.41,37535,1.16,47.211948,-0.593012,"Francia"
"5825","Le Liège",141,11.15,364,32.65,50.633333333333,5.5666666666667,"Belgien"
"5826","Merléac",13,30.03,434,14.45,47.655,-2.7616666666667,"Francia"
"5827","Mornas",43,26.09,2407,92.26,44.2025,4.7280555555556,"Francia"
"5828","Pouillon",41,49.73,3072,61.76,43.604444,-0.996389,"Francia"
"5829","Puyoô",36,9.32,1154,0.12,43.525323,-0.911683,"Francia"
"5830","Rivel",430,24.3,196,8.07,42.943213,1.999804,"Francia"
"5831","Saint-Georges-d'Espéranche",135,24.65,3354,136.06,44.9325,4.8908333333333,"Francia"
"5832","Saint-Gervais-les-Bains",830,63.63,5573,87.58,45.8925,6.7136111111111,"Francia"
"5833","Sant Vicenç de Torelló",554,6.6,2058,311.82,42.062222222222,2.2727777777778,"España"
"5834","Sens",78,21.91,25935,1183.17,48.197222222222,3.2833333333333,"Francia"
"5835","Tallard",608,15.02,2206,146.87,44.461666666667,6.0544444444444,"Francia"
"5836","Trévoux",200,5.71,6845,1198.77,45.940833333333,4.775,"Francia"
"5837","Tuchan",166,59.52,786,13.21,42.888333333333,2.7194444444444,"Francia"
"5838","Verbania",211,37.62,30709,825.9,45.922777777778,8.5519444444444,"Italia"
"5839","Xeresa",30,16.9,2168,128.28,39.009166666667,-0.21805555555556,"España"
"5840","la Portella",259,12.3,728,59.19,41.741111111111,0.64166666666667,"España"
"5841","Huélamo",1316,79,99,1.25,40.2775,-1.8113888888889,"España"
"5842","Vega del Codorno",1344,32.54,129,3.96,40.4325,-1.9288888888889,"España"
"5843","Belianes",373,15.78,525,33.27,41.5625,1.0180555555556,"España"
"5844","Zuberec",770,72.33,1841,25.45,49.266666666667,19.616666666667,"Eslovaquia"
"5845","Alcazarén",731,48.04,635,13.22,41.369722222222,-4.6763888888889,"España"
"5846","Alençon",136,10.68,25848,2420.22,48.429722222222,0.091944444444444,"Francia"
"5847","Roquebrune-sur-Argens",34,106.1,14251,134.32,43.443333333333,6.6377777777778,"Francia"
"5848","Tardienta",389,90.71,961,10.59,41.978888888889,-0.53722222222222,"España"
"5849","Urzainqui",725,20.61,84,4.08,42.832777777778,-0.94444444444444,"España"
"5850","Valle de Zamanzas",677,19.27,66,3.43,42.853333333333,-3.7497222222222,"España"
"5851","Verneuil-sur-Avre",176,31.97,6885,215.36,48.738888888889,0.92777777777778,"Francia"
"5852","Les Ponts-de-Cé",23,19.55,12679,648.54,47.424444444444,-0.52527777777778,"Francia"
"5853","Lourinhã",12,146.06,25735,174.87,39.2425,-9.3122222222222,"Portugal"
"5854","Malicorne-sur-Sarthe",36,15.13,1905,125.91,47.813611111111,-0.084722222222222,"Francia"
"5855","Noyen-sur-Sarthe",43,43.58,2611,59.91,47.873055555556,-0.098888888888889,"Francia"
"5856","Puente de Domingo Flórez",381,59.18,1500,25.35,42.414166666667,-6.8238888888889,"España"
"5857","Santurdejo",777,18.35,106,5.78,42.378055555556,-2.9547222222222,"España"
"5858","Luena",457,90.54,593,6.75,43.0989,-3.89608,"España"
"5859","Acered",835,30.4,166,5.46,41.1704796,-1.6042985,"España"
"5860","Ivrea",253,30.19,23442,798,45.462222222222,7.8747222222222,"Italia"
"5861","Legnano",211,17,60259,3303.35,45.5969,8.9088888888889,"Italia"
"5862","Tejado",989,77.96,108,1.39,41.588888888889,-2.2669444444444,"España"
"5863","Bar-sur-Aube",170,16.27,4902,301.29,48.233055555556,4.7063888888889,"Francia"
"5864","Gamarde-les-Bains",83,18.95,1319,69.6,43.7325,-0.87333333333333,"Francia"
"5865","les Borges del Camp",238,8.23,2037,247.51,41.17215,1.02044,"España"
"5866","Alcanena",95,137.33,13868,108.91,39.466666666667,-8.6666666666667,"Portugal"
"5867","Beamud",1391,23.86,37,1.55,40.183333333333,-1.8333333333333,"España"
"5868","Villalba de la Sierra",999,41,456,11.12,40.2354283,-2.0894792,"España"
"5869","Bozouls",546,69.69,2871,41.2,44.470555555556,2.7205555555556,"Francia"
"5870","Chassieu",203,11.57,10359,895.33,45.744444444444,4.9663888888889,"Francia"
"5871","Igea",568,54.25,595,10.97,42.070555555556,-2.01,"España"
"5872","Boussens",594,3.15,944,301,43.175833333333,0.97277777777778,"Francia"
"5873","Brides-les-Bains",587,2.63,506,192.4,45.4525,6.5666666666667,"Francia"
"5874","Ieper",22,130.61,34964,267.7,50.85,2.8833333333333,"Belgien"
"5875","Moûtiers",529,3.161,3607,1.14,45.484734,6.53085,"Francia"
"5876","Pont de Molins",36,8.7,529,60.8,42.3148493,2.9304359,"España"
"5877","Quéntar",881,66.49,933,14.03,37.192222222222,-3.4666666666667,"España"
"5878","Franois",275,7.29,2274,0.31,47.234439,5.9243,"Francia"
"5879","Monterfil",81,16.94,1327,78.34,48.065833333333,-1.9786111111111,"Francia"
"5880","La Puebla de Híjar",254,60.78,897,14.76,41.2132393,-0.4456249,"España"
"5881","Brassac-les-Mines",410,7.2,3311,459.86,45.414166666667,3.3288888888889,"Francia"
"5882","Dolmayrac",57,19.4,712,36.7,44.203055555556,0.61861111111111,"Francia"
"5883","Espinosa de los Caballeros",858,19.4,114,5.88,41.030277777778,-4.6730555555556,"España"
"5884","Saratov/Engels",102,113.8,21019,1.85,51.54308,45.99874,"Rusia"
"5885","Torrecilla en Cameros",740,30.47,456,14.97,42.256111111111,-2.6302777777778,"España"
"5886","Saint-Estèphe",24,23.54,1633,0.07,55.898555,-2.131562,"Francia"
"5887","Saint-Martial-de-Valette",155,15.71,789,50.22,45.516388888889,0.65027777777778,"Francia"
"5888","Los Altos",1021,139.85,202,1.4,42.7488,-3.60152,"España"
"5889","Fuente de Santa Cruz",821,17.62,116,6.58,41.209166666667,-4.6344444444444,"España"
"5890","Carrocera",1055,65.98,451,6.84,42.795833333333,-5.7430555555556,"España"
"5891","Villarramiel",754,30.26,820,27.1,42.0425,-4.9130555555556,"España"
"5892","Castroserracín",1148,21.05,42,2,41.393611111111,-3.8025,"España"
"5893","Valtiendas",912,38.64,88,2.28,41.478333333333,-3.9172222222222,"España"
"5894","Aucamville",128,22.91,1465,63.9,43.668611111111,1.4305555555556,"Francia"
"5895","Ruiloba",35,15.13,740,48.91,43.381666666667,-4.2508333333333,"España"
"5896","São Pedro do Sul",162,349,19215,55.1,40.837,-8.04423,"Portugal"
"5897","Pujaut",79,23.5,4136,176,44.004722222222,4.7747222222222,"Francia"
"5898","Velden am Wörther See",451,52.97,8812,0.17,46.614525,14.041562,"Austria"
"5899","Nuez de Ebro",181,8.2,837,102.07,41.5953014,-0.6825579,"España"
"5900","Cuenca de Campos",775,47.93,224,4.67,42.058333333333,-5.0552777777778,"España"
"5901","A Illa de Arousa",9,7,4926,703.71,42.554444444444,-8.8638888888889,"España"
"5902","La Antigua",753,54.7,403,7.4,42.1792,-5.68961,"España"
"5903","Jubrique",558,39,528,13.54,36.5642558,-5.2146149,"España"
"5904","Sanchotello",936,14.03,217,15.47,40.438055555556,-5.7527777777778,"España"
"5905","Fonelas",790,96,978,10.19,37.4125,-3.1761111111111,"España"
"5906","Rungis",80,4.2,5611,1335.95,48.748333333333,2.3497222222222,"Francia"
"5907","Senigallia",10,115.78,44616,380.23,43.713055555556,13.218333333333,"Italia"
